"Notes"	"Year"	"Year Code"	"State"	"State Code"	"County"	"County Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"2009"	"2009"	"California"	"06"	"Solano County, CA"	"06095"	"Medium Metro"	"3"	"White"	"2106-3"	10	259602	Unreliable	1.8	7.1	1.2	Unreliable	1.9	7.3	1.3	0.0%
	"2009"	"2009"	"California"	"06"	"Stanislaus County, CA"	"06099"	"Medium Metro"	"3"	"White"	"2106-3"	21	444814	4.7	2.9	7.2	1.0	4.6	2.8	7.0	1.0	0.0%
	"2009"	"2009"	"California"	"06"	"Tulare County, CA"	"06107"	"Medium Metro"	"3"	"White"	"2106-3"	17	393981	Unreliable	2.5	6.9	1.0	Unreliable	2.4	6.7	1.0	0.0%
	"2009"	"2009"	"California"	"06"	"Ventura County, CA"	"06111"	"Medium Metro"	"3"	"White"	"2106-3"	13	712358	Unreliable	1.0	3.1	0.5	Unreliable	0.9	3.0	0.5	0.0%
	"2009"	"2009"	"Colorado"	"08"	"Denver County, CO"	"08031"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	12	68704	Unreliable	9.0	30.5	5.0	Unreliable	9.6	32.4	5.4	0.0%
	"2009"	"2009"	"Colorado"	"08"	"Denver County, CO"	"08031"	"Large Central Metro"	"1"	"White"	"2106-3"	12	482574	Unreliable	1.3	4.3	0.7	Unreliable	1.2	4.2	0.7	0.0%
	"2009"	"2009"	"Colorado"	"08"	"El Paso County, CO"	"08041"	"Medium Metro"	"3"	"White"	"2106-3"	14	528377	Unreliable	1.4	4.4	0.7	Unreliable	1.5	4.6	0.7	0.0%
	"2009"	"2009"	"Connecticut"	"09"	"Hartford County, CT"	"09003"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	24	134377	17.9	11.4	26.6	3.6	17.1	11.0	25.4	3.5	0.0%
	"2009"	"2009"	"Connecticut"	"09"	"Hartford County, CT"	"09003"	"Large Central Metro"	"1"	"White"	"2106-3"	14	712044	Unreliable	1.1	3.3	0.5	Unreliable	1.2	3.7	0.6	0.0%
	"2009"	"2009"	"Connecticut"	"09"	"New Haven County, CT"	"09009"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	14	123404	Unreliable	6.2	19.0	3.0	Unreliable	5.8	17.9	2.9	0.0%
	"2009"	"2009"	"Delaware"	"10"	"New Castle County, DE"	"10003"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	22	133986	16.4	10.3	24.9	3.5	15.2	9.5	22.9	3.2	0.0%
	"2009"	"2009"	"District of Columbia"	"11"	"District of Columbia, DC"	"11001"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	100	317978	31.4	25.3	37.6	3.1	31.3	25.1	37.6	3.2	0.1%
	"2009"	"2009"	"Florida"	"12"	"Brevard County, FL"	"12009"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	10	58974	Unreliable	8.1	31.2	5.4	Unreliable	8.7	33.5	5.9	0.0%
	"2009"	"2009"	"Florida"	"12"	"Brevard County, FL"	"12009"	"Medium Metro"	"3"	"White"	"2106-3"	12	466749	Unreliable	1.3	4.5	0.7	Unreliable	1.5	5.5	0.9	0.0%
	"2009"	"2009"	"Florida"	"12"	"Broward County, FL"	"12011"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	40	480026	8.3	6.0	11.3	1.3	7.7	5.5	10.5	1.2	0.0%
	"2009"	"2009"	"Florida"	"12"	"Broward County, FL"	"12011"	"Large Fringe Metro"	"2"	"White"	"2106-3"	20	1180063	1.7	1.0	2.6	0.4	1.6	1.0	2.6	0.4	0.0%
	"2009"	"2009"	"Florida"	"12"	"Duval County, FL"	"12031"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	75	263768	28.4	22.4	35.6	3.3	26.8	21.0	33.7	3.1	0.1%
	"2009"	"2009"	"Florida"	"12"	"Duval County, FL"	"12031"	"Large Central Metro"	"1"	"White"	"2106-3"	21	552046	3.8	2.4	5.8	0.8	3.6	2.2	5.4	0.8	0.0%
	"2009"	"2009"	"Florida"	"12"	"Escambia County, FL"	"12033"	"Medium Metro"	"3"	"White"	"2106-3"	15	213424	Unreliable	3.9	11.6	1.8	Unreliable	3.6	11.1	1.8	0.0%
	"2009"	"2009"	"Florida"	"12"	"Hillsborough County, FL"	"12057"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	20	215441	9.3	5.7	14.3	2.1	7.8	4.7	12.2	1.8	0.0%
	"2009"	"2009"	"Florida"	"12"	"Hillsborough County, FL"	"12057"	"Large Central Metro"	"1"	"White"	"2106-3"	13	944174	Unreliable	0.7	2.4	0.4	Unreliable	0.7	2.3	0.4	0.0%
	"2009"	"2009"	"Florida"	"12"	"Lee County, FL"	"12071"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	16	54707	Unreliable	16.7	47.5	7.3	Unreliable	15.8	45.0	7.0	0.0%
	"2009"	"2009"	"Florida"	"12"	"Lee County, FL"	"12071"	"Medium Metro"	"3"	"White"	"2106-3"	13	544158	Unreliable	1.3	4.1	0.7	Unreliable	1.7	5.3	0.9	0.0%
	"2009"	"2009"	"Florida"	"12"	"Miami-Dade County, FL"	"12086"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	105	489514	21.4	17.3	25.6	2.1	20.2	16.3	24.1	2.0	0.1%
	"2009"	"2009"	"Florida"	"12"	"Miami-Dade County, FL"	"12086"	"Large Central Metro"	"1"	"White"	"2106-3"	63	1921359	3.3	2.5	4.2	0.4	3.3	2.5	4.2	0.4	0.0%
	"2009"	"2009"	"Florida"	"12"	"Orange County, FL"	"12095"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	40	252565	15.8	11.3	21.6	2.5	14.2	10.1	19.4	2.3	0.0%
	"2009"	"2009"	"Florida"	"12"	"Orange County, FL"	"12095"	"Large Central Metro"	"1"	"White"	"2106-3"	17	807156	Unreliable	1.2	3.4	0.5	Unreliable	1.1	3.1	0.5	0.0%
	"2009"	"2009"	"Florida"	"12"	"Palm Beach County, FL"	"12099"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	42	235923	17.8	12.8	24.1	2.7	16.2	11.6	22.0	2.5	0.0%
	"2009"	"2009"	"Florida"	"12"	"Palm Beach County, FL"	"12099"	"Large Fringe Metro"	"2"	"White"	"2106-3"	30	1027474	2.9	2.0	4.2	0.5	3.6	2.4	5.2	0.7	0.0%
	"2009"	"2009"	"Florida"	"12"	"Pasco County, FL"	"12101"	"Large Fringe Metro"	"2"	"White"	"2106-3"	12	426385	Unreliable	1.5	4.9	0.8	Unreliable	1.6	5.7	0.9	0.0%
	"2009"	"2009"	"Florida"	"12"	"Pinellas County, FL"	"12103"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	13	99619	Unreliable	6.9	22.3	3.6	Unreliable	6.5	20.9	3.4	0.0%
	"2009"	"2009"	"Florida"	"12"	"Pinellas County, FL"	"12103"	"Large Central Metro"	"1"	"White"	"2106-3"	11	780860	Unreliable	0.7	2.5	0.4	Unreliable	0.7	2.5	0.4	0.0%
	"2009"	"2009"	"Florida"	"12"	"Polk County, FL"	"12105"	"Medium Metro"	"3"	"White"	"2106-3"	15	489686	Unreliable	1.7	5.1	0.8	Unreliable	2.0	5.9	0.9	0.0%
	"2009"	"2009"	"Florida"	"12"	"Seminole County, FL"	"12117"	"Large Fringe Metro"	"2"	"White"	"2106-3"	10	349708	Unreliable	1.4	5.3	0.9	Unreliable	1.4	5.4	0.9	0.0%
	"2009"	"2009"	"Georgia"	"13"	"Chatham County, GA"	"13051"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	26	108289	24.0	15.7	35.2	4.7	22.7	14.7	33.5	4.5	0.0%
	"2009"	"2009"	"Georgia"	"13"	"Clayton County, GA"	"13063"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	15	177383	Unreliable	4.7	13.9	2.2	Unreliable	4.2	12.3	1.9	0.0%
	"2009"	"2009"	"Georgia"	"13"	"Cobb County, GA"	"13067"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	13	177861	Unreliable	3.9	12.5	2.0	Unreliable	3.3	10.5	1.7	0.0%
	"2009"	"2009"	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	47	387286	12.1	8.9	16.1	1.8	11.1	8.2	14.8	1.6	0.0%
	"2009"	"2009"	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Large Fringe Metro"	"2"	"White"	"2106-3"	10	260742	Unreliable	1.8	7.1	1.2	Unreliable	1.7	6.7	1.2	0.0%
	"2009"	"2009"	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	68	409711	16.6	12.9	21.0	2.0	14.7	11.4	18.7	1.8	0.0%
	"2009"	"2009"	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Large Central Metro"	"1"	"White"	"2106-3"	13	438953	Unreliable	1.6	5.1	0.8	Unreliable	1.5	4.8	0.8	0.0%
	"2009"	"2009"	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	11	196072	Unreliable	2.8	10.0	1.7	Unreliable	2.5	9.0	1.5	0.0%
	"2009"	"2009"	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Large Fringe Metro"	"2"	"White"	"2106-3"	13	503830	Unreliable	1.4	4.4	0.7	Unreliable	1.4	4.7	0.8	0.0%
	"2009"	"2009"	"Georgia"	"13"	"Richmond County, GA"	"13245"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	16	110965	Unreliable	8.2	23.4	3.6	Unreliable	8.3	24.6	3.8	0.0%
	"2009"	"2009"	"Illinois"	"17"	"Cook County, IL"	"17031"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	347	1337767	25.9	23.2	28.7	1.4	25.6	22.9	28.3	1.4	0.3%
	"2009"	"2009"	"Illinois"	"17"	"Cook County, IL"	"17031"	"Large Central Metro"	"1"	"White"	"2106-3"	113	3454522	3.3	2.7	3.9	0.3	3.3	2.7	3.9	0.3	0.1%
	"2009"	"2009"	"Illinois"	"17"	"Peoria County, IL"	"17143"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	15	35615	Unreliable	23.6	69.5	10.9	Unreliable	22.9	70.3	11.2	0.0%
	"2009"	"2009"	"Illinois"	"17"	"St. Clair County, IL"	"17163"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	34	84085	40.4	28.0	56.5	6.9	38.7	26.6	54.4	6.7	0.0%
	"2009"	"2009"	"Illinois"	"17"	"Will County, IL"	"17197"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	13	78952	Unreliable	8.8	28.2	4.6	Unreliable	8.2	26.2	4.3	0.0%
	"2009"	"2009"	"Indiana"	"18"	"Allen County, IN"	"18003"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	10	45901	Unreliable	10.4	40.1	6.9	Unreliable	10.5	40.1	7.0	0.0%
	"2009"	"2009"	"Indiana"	"18"	"Lake County, IN"	"18089"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	57	132891	42.9	32.5	55.6	5.7	46.6	35.2	60.5	6.3	0.0%
	"2009"	"2009"	"Indiana"	"18"	"Lake County, IN"	"18089"	"Large Fringe Metro"	"2"	"White"	"2106-3"	14	352377	Unreliable	2.2	6.7	1.1	Unreliable	2.3	7.1	1.1	0.0%
	"2009"	"2009"	"Indiana"	"18"	"Marion County, IN"	"18097"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	53	251295	21.1	15.8	27.6	2.9	19.7	14.7	25.9	2.7	0.0%
	"2009"	"2009"	"Indiana"	"18"	"Marion County, IN"	"18097"	"Large Central Metro"	"1"	"White"	"2106-3"	25	620187	4.0	2.6	6.0	0.8	4.1	2.6	6.1	0.8	0.0%
	"2009"	"2009"	"Kansas"	"20"	"Sedgwick County, KS"	"20173"	"Medium Metro"	"3"	"White"	"2106-3"	12	411955	Unreliable	1.5	5.1	0.8	Unreliable	1.6	5.2	0.9	0.0%
	"2009"	"2009"	"Kansas"	"20"	"Wyandotte County, KS"	"20209"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	16	42919	Unreliable	21.3	60.5	9.3	Unreliable	22.4	66.1	10.2	0.0%
	"2009"	"2009"	"Kansas"	"20"	"Wyandotte County, KS"	"20209"	"Large Fringe Metro"	"2"	"White"	"2106-3"	15	106184	Unreliable	7.9	23.3	3.6	Unreliable	8.2	24.2	3.8	0.0%
	"2009"	"2009"	"Kentucky"	"21"	"Jefferson County, KY"	"21111"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	37	159566	23.2	16.3	32.0	3.8	23.3	16.3	32.2	3.9	0.0%
	"2009"	"2009"	"Kentucky"	"21"	"Jefferson County, KY"	"21111"	"Large Central Metro"	"1"	"White"	"2106-3"	10	556720	Unreliable	0.9	3.3	0.6	Unreliable	0.8	3.2	0.6	0.0%
	"2009"	"2009"	"Louisiana"	"22"	"Caddo Parish, LA"	"22017"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	22	121102	18.2	11.4	27.5	3.9	17.8	11.0	27.2	3.9	0.0%
	"2009"	"2009"	"Louisiana"	"22"	"East Baton Rouge Parish, LA"	"22033"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	65	201275	32.3	24.9	41.2	4.0	30.1	23.0	38.5	3.8	0.0%
	"2009"	"2009"	"Louisiana"	"22"	"Jefferson Parish, LA"	"22051"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	62	117308	52.9	40.5	67.8	6.7	46.9	35.9	60.3	6.0	0.0%
	"2009"	"2009"	"Louisiana"	"22"	"Jefferson Parish, LA"	"22051"	"Large Fringe Metro"	"2"	"White"	"2106-3"	11	293676	Unreliable	1.9	6.7	1.1	Unreliable	1.9	6.8	1.2	0.0%
	"2009"	"2009"	"Louisiana"	"22"	"Livingston Parish, LA"	"22063"	"Medium Metro"	"3"	"White"	"2106-3"	10	118293	Unreliable	4.1	15.5	2.7	Unreliable	4.2	16.1	2.8	0.0%
	"2009"	"2009"	"Louisiana"	"22"	"Orleans Parish, LA"	"22071"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	125	202905	61.6	50.8	72.4	5.5	59.3	48.6	69.9	5.4	0.1%
	"2009"	"2009"	"Louisiana"	"22"	"Orleans Parish, LA"	"22071"	"Large Central Metro"	"1"	"White"	"2106-3"	11	113015	Unreliable	4.9	17.4	2.9	Unreliable	3.8	14.6	2.5	0.0%
	"2009"	"2009"	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	10	87083	Unreliable	5.5	21.1	3.6	Unreliable	5.3	20.3	3.5	0.0%
	"2009"	"2009"	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	29	214372	13.5	9.1	19.4	2.5	12.8	8.6	18.5	2.4	0.0%
	"2009"	"2009"	"Maryland"	"24"	"Prince George's County, MD"	"24033"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	58	578848	10.0	7.6	13.0	1.3	9.7	7.4	12.6	1.3	0.0%
	"2009"	"2009"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	151	406046	37.2	31.3	43.1	3.0	36.5	30.6	42.4	3.0	0.1%
	"2009"	"2009"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"Large Central Metro"	"1"	"White"	"2106-3"	11	195044	Unreliable	2.8	10.1	1.7	Unreliable	2.7	9.6	1.6	0.0%
	"2009"	"2009"	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"Large Fringe Metro"	"2"	"White"	"2106-3"	11	662189	Unreliable	0.8	3.0	0.5	Unreliable	1.0	3.5	0.6	0.0%
	"2009"	"2009"	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"Medium Metro"	"3"	"White"	"2106-3"	12	396752	Unreliable	1.6	5.3	0.9	Unreliable	1.7	5.6	0.9	0.0%
	"2009"	"2009"	"Massachusetts"	"25"	"Plymouth County, MA"	"25023"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	10	46142	Unreliable	10.4	39.9	6.9	Unreliable	8.8	36.5	6.3	0.0%
	"2009"	"2009"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	24	184954	13.0	8.3	19.3	2.6	11.1	7.0	16.6	2.3	0.0%
	"2009"	"2009"	"Michigan"	"26"	"Genesee County, MI"	"26049"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	36	92685	38.8	27.2	53.8	6.5	37.9	26.4	52.7	6.4	0.0%
	"2009"	"2009"	"Michigan"	"26"	"Macomb County, MI"	"26099"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	16	72832	Unreliable	12.6	35.7	5.5	Unreliable	11.7	33.2	5.2	0.0%
	"2009"	"2009"	"Michigan"	"26"	"Oakland County, MI"	"26125"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	26	167397	15.5	10.1	22.8	3.0	16.2	10.5	23.9	3.2	0.0%
	"2009"	"2009"	"Michigan"	"26"	"Saginaw County, MI"	"26145"	"Small Metro"	"4"	"Black or African American"	"2054-5"	11	40673	Unreliable	13.5	48.4	8.2	Unreliable	12.4	47.5	8.1	0.0%
	"2009"	"2009"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	274	767683	35.7	31.5	39.9	2.2	35.8	31.5	40.1	2.2	0.2%
	"2009"	"2009"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Large Central Metro"	"1"	"White"	"2106-3"	26	1006106	2.6	1.7	3.8	0.5	2.7	1.8	4.0	0.5	0.0%
	"2009"	"2009"	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	12	147620	Unreliable	4.2	14.2	2.3	Unreliable	3.9	13.3	2.2	0.0%
	"2009"	"2009"	"Mississippi"	"28"	"Hinds County, MS"	"28049"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	30	169379	17.7	12.0	25.3	3.2	16.5	11.1	23.7	3.1	0.0%
	"2009"	"2009"	"Missouri"	"29"	"Jackson County, MO"	"29095"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	68	168749	40.3	31.3	51.1	4.9	38.8	30.0	49.3	4.8	0.0%
	"2009"	"2009"	"Missouri"	"29"	"Jackson County, MO"	"29095"	"Large Central Metro"	"1"	"White"	"2106-3"	15	482148	Unreliable	1.7	5.1	0.8	Unreliable	1.8	5.2	0.8	0.0%
